PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Oberhauser, M; Dreyer, D; Convard, T; Mamessier, S		Rebelo, F; Soares, M		Oberhauser, Matthias; Dreyer, Daniel; Convard, Thomas; Mamessier, Sebastien			Rapid Integration and Evaluation of Functional HMI Components in a Virtual Reality Aircraft Cockpit	ADVANCES IN ERGONOMICS IN DESIGN	Advances in Intelligent Systems and Computing				International Conference on Ergonomics in Design	JUL 27-31, 2016	FL																						2194-5357	2194-5365	978-3-319-41983-1; 978-3-319-41982-4				2016	485						17	24		10.1007/978-3-319-41983-1_2							WOS:000389646200002						
C	Zouhri, K; Elouardirhi, S; Youssfi, A		Rocha, A; Serrhini, M; Felgueiras, C		Zouhri, Kamal; Elouardirhi, Saad; Youssfi, Abdellah			Developing a Dashboard for Evaluating Higher Education Indicators (in Morocco)	EUROPE AND MENA COOPERATION ADVANCES IN INFORMATION AND COMMUNICATION TECHNOLOGIES	Advances in Intelligent Systems and Computing				Europe, Middle East and North Africa Conference on Technology and Security to Support Learning (EMENA-TSSL)	OCT 03-05, 2016	Oujda, MOROCCO									Yousfi, Abdellah/AAS-7125-2020; YOUSFI, Abdellah/AAI-7796-2020													2194-5357		978-3-319-46568-5; 978-3-319-46567-8				2017	520						255	261		10.1007/978-3-319-46568-5_26							WOS:000392196900026						
C	Jacewicz, M; Glebocki, R		Szewczyk, R; Zielinski, C; Kaliczynska, M		Jacewicz, Mariusz; Glebocki, Robert			Navigation for Satellites	CHALLENGES IN AUTOMATION, ROBOTICS AND MEASUREMENT TECHNIQUES	Advances in Intelligent Systems and Computing				International Conference Challenges in Automation, Robotics and Measurement Techniques (Automation)	MAR 02-04, 2016	Warsaw, POLAND									Glebocki, Robert/AAW-1597-2020	Glebocki, Robert/0000-0002-2389-7653; Jacewicz, Mariusz/0000-0002-7173-0890												2194-5357		978-3-319-29357-8; 978-3-319-29356-1				2016	440						647	658		10.1007/978-3-319-29357-8_56							WOS:000381924400056						
C	Oliveira, RD; Nunes, EHM; Ribeiro, JDN; Penna, RDM		Charytonowicz, J		Oliveira, Raquel Diniz; Nunes, Eduardo H. M.; Notorio Ribeiro, Jessica de Oliveira; Morado Penna, Rodrigo de Mello			Comparison Between Domestic Water Heating Systems Based on Either Solar Heaters or Electrical Boilers by the Life Cycle Assessment Approach	ADVANCES IN HUMAN FACTORS AND SUSTAINABLE INFRASTRUCTURE	Advances in Intelligent Systems and Computing				International Conference on Human Factors and Sustainable Infrastructure	JUL 27-31, 2016	FL										Notorio, Jessica/0000-0002-1891-9061												2194-5357		978-3-319-41941-1; 978-3-319-41940-4				2016	493						3	12		10.1007/978-3-319-41941-1_1							WOS:000389645400001						
C	Flores, D; Marcillo, D; Pereira, J		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Flores, Daniela; Marcillo, Diego; Pereira, Joao			3D Scanner Based on an Autonomous Wi-Fi Unmanned Mini Quadcopter	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 3	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL									Marcillo, Diego/AAJ-2888-2020; Pereira, J. S./AAI-4907-2021	Pereira, J. S./0000-0002-4303-2876; Marcillo, Diego/0000-0002-7167-0701												2194-5357	2194-5365	978-3-319-56541-5; 978-3-319-56540-8				2017	571						551	558		10.1007/978-3-319-56541-5_56							WOS:000425539200056						
C	Esteves, M; Vicente, H; Machado, J; Alves, V; Neves, J		Herawan, T; Ghazali, R; Nawi, NM; Deris, MM		Esteves, Marisa; Vicente, Henrique; Machado, Jose; Alves, Victor; Neves, Jose			A Case Based Methodology for Problem Solving Aiming at Knee Osteoarthritis Detection	RECENT ADVANCES ON SOFT COMPUTING AND DATA MINING	Advances in Intelligent Systems and Computing				2nd International Conference on Soft Computing and Data Mining (SCDM)	AUG 18-20, 2016	Bandung, INDONESIA									Alves, Victor/D-1319-2009; Machado, Jose/B-5887-2009; Vicente, Henrique/J-5948-2012; NEVES, JOSE/M-4203-2013	Alves, Victor/0000-0003-1819-7051; Machado, Jose/0000-0003-4121-6169; Vicente, Henrique/0000-0001-8456-7773; NEVES, JOSE/0000-0002-8863-0351; Esteves, Marisa/0000-0001-9710-847X												2194-5357	2194-5365	978-3-319-51281-5; 978-3-319-51279-2				2017	549						274	284		10.1007/978-3-319-51281-5_28							WOS:000416517100028						
C	Morozov, E; Rumyantsev, A; Kalinina, K		Gruca, A; Czachorski, T; Harezlak, K; Kozielski, S; Piotrowska, A		Morozov, Evsey; Rumyantsev, Alexander; Kalinina, Kseniya			Inequalities for Workload Process in Queues with NBU/NWU Input	MAN-MACHINE INTERACTIONS 5, ICMMI 2017	Advances in Intelligent Systems and Computing				5th International Conference on Man-Machine Interactions (ICMMI)	OCT 03-06, 2017	Krakow, POLAND	IEEE Poland Sect, Silesian Univ Technol, Inst Informat, Polish Acad Sci, Inst Theoret & Appl Informat								Morozov, Evsey V./J-4121-2018; Rumyantsev, Alexander S/L-1354-2013	Morozov, Evsey V./0000-0003-3938-9212; Rumyantsev, Alexander S/0000-0003-2364-5939												2194-5357	2194-5365	978-3-319-67792-7; 978-3-319-67791-0				2018	659						535	544		10.1007/978-3-319-67792-7_52							WOS:000468066000052						
C	Romero-Gonzalez, C; Martinez-Gomez, J; Garcia-Varea, I; Rodriguez-Ruiz, L		Reis, LP; Moreira, AP; Lima, PU; Montano, L; MunozMartinez, V		Romero-Gonzalez, Cristina; Martinez-Gomez, Jesus; Garcia-Varea, Ismael; Rodriguez-Ruiz, Luis			Keypoint Detection in RGB-D Images Using Binary Patterns	ROBOT 2015: SECOND IBERIAN ROBOTICS CONFERENCE: ADVANCES IN ROBOTICS, VOL 2	Advances in Intelligent Systems and Computing				2nd Iberian Robotics Conference (ROBOT)	NOV 19-21, 2015	Lisbon, PORTUGAL	Portuguese Soc Robot, Spanish Soc Res & Dev Robot, CEA, Robot Themat Grp								Martinez-Gomez, Jesus/K-4259-2013; Silva, Isac/AAQ-4462-2021; Garcia-Varea, Ismael/P-6816-2017	Martinez-Gomez, Jesus/0000-0002-4000-1951; Garcia-Varea, Ismael/0000-0003-3451-7852												2194-5357	2194-5365	978-3-319-27149-1; 978-3-319-27148-4				2016	418						685	694		10.1007/978-3-319-27149-1_53							WOS:000370653400053						
C	Rim, R; Amin, MM; Adel, M; Mohamed, A		Madureira, AM; Abraham, A; Gamboa, D; Novais, P		Rim, Rebai; Amin, Maalej Mohamed; Adel, Mahfoudhi; Mohamed, Abid			Comparison of Hard and Probabilistic Evidence in Bayesian Model	INTELLIGENT SYSTEMS DESIGN AND APPLICATIONS (ISDA 2016)	Advances in Intelligent Systems and Computing				16th International Conference on Intelligent Systems Design and Applications (ISDA)	DEC 16-18, 2016	Porto, PORTUGAL	Inst Super Engn Porto, Machine Intelligence Res Labs																					2194-5357	2194-5365	978-3-319-53480-0; 978-3-319-53479-4				2017	557						622	629		10.1007/978-3-319-53480-0_61							WOS:000406998500061						
C	Nellen, J; Abraham, E; Wolters, B		BouabanaTebibel, T; Rubin, SH		Nellen, Johanna; Abraham, Erika; Wolters, Benedikt			A CEGAR Tool for the Reachability Analysis of PLC-Controlled Plants Using Hybrid Automata	FORMALISMS FOR REUSE AND SYSTEMS INTEGRATION	Advances in Intelligent Systems and Computing				Conference on Information Reuse and Integration and the IEEE International Workshop on Formal Methods Integration	AUG 19-20, 2014	San Francisco, CA									Abraham, Erika/G-5259-2012	Abraham, Erika/0000-0002-5647-6134												2194-5357	2194-5365	978-3-319-16577-6; 978-3-319-16576-9				2015	346						55	78		10.1007/978-3-319-16577-6_3							WOS:000380543300003						
C	Jain, M; Saxena, R; Agarwal, V; Srivastava, A		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Jain, Monika; Saxena, Rahul; Agarwal, Vipul; Srivastava, Alok			An OpenMP-Based Algorithmic Optimization for Congestion Control of Network Traffic	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat								Saxena, Rahul/0000-0001-5521-6923												2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						49	58		10.1007/978-981-10-7563-6_6							WOS:000553798400006						
C	Kopel, M		Zgrzywa, A; Choros, K; Sieminski, A		Kopel, Marek			Ant Colony Optimization in Hadoop Ecosystem	MULTIMEDIA AND NETWORK INFORMATION SYSTEMS, MISSI 2016	Advances in Intelligent Systems and Computing				10th International on Conference Multimedia and Network Information Systems (MISSI)	SEP 14-16, 2016	POLAND	Wroclaw Univ Sci & Technol									Kopel, Marek/0000-0002-2273-684X												2194-5357		978-3-319-43982-2; 978-3-319-43981-5				2017	506						193	201		10.1007/978-3-319-43982-2_17							WOS:000398736400017						
C	Do, TL; Nguyen, DP		Akagi, M; Nguyen, TT; Vu, DT; Phung, TN; Huynh, VN		Thi Lien Do; Duy Phuong Nguyen			A Semi-supervised Learning Method for Hybrid Filtering	ADVANCES IN INFORMATION AND COMMUNICATION TECHNOLOGY	Advances in Intelligent Systems and Computing				International Conference on Advances in Information and Communication Technology (ICTA)	DEC 12-13, 2016	Thai Nguyen, VIETNAM	Thai Nguyen Univ Informat & Commun Technol, Inst Informat Technol, Vietnam Acad Sci, Fengchia Univ, Japan Adv Inst Sci & Technol, National Chung Cheng Univ																					2194-5357	2194-5365	978-3-319-49073-1; 978-3-319-49072-4				2017	538						94	103		10.1007/978-3-319-49073-1_12							WOS:000404236200009						
C	Prolejko, M		Burduk, R; Jackowski, K; Kurzynski, M; Wozniak, M; Zolnierek, A		Prolejko, Malgorzata			Using Positional Information in Modeling Inflorescence Discs	PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON COMPUTER RECOGNITION SYSTEMS CORES 2013	Advances in Intelligent Systems and Computing				8th International Conference on Computer Recognition Systems (CORES)	MAY 25-27, 2013	Wroclaw, POLAND										Prolejko, Malgorzata/0000-0002-0070-9488												2194-5357		978-3-319-00969-8; 978-3-319-00968-1				2013	226						71	80		10.1007/978-3-319-00969-8_7							WOS:000354284200007						
C	Liu, JH; Xu, WT; Zhan, HF		Patnaik, S; Li, X		Liu, Jihong; Xu, Wenting; Zhan, Hongfei			Multi-Source and Heterogeneous Knowledge Organization and Representation for Knowledge Fusion in Cloud Manufacturing	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON SOFT COMPUTING TECHNIQUES AND ENGINEERING APPLICATION, ICSCTEA 2013	Advances in Intelligent Systems and Computing				International Conference on Soft Computing Techniques and Engineering Application (ICSCTEA)	SEP 25-27, 2013	Kunming, PEOPLES R CHINA																						2194-5357	2194-5365	978-81-322-1695-7; 978-81-322-1694-0				2014	250						55	61		10.1007/978-81-322-1695-7_7							WOS:000342742500007						
C	Dineva, A; Varkonyi-Koczy, A; Tar, JK; Piuri, V		Jablonski, R; Szewczyk, R		Dineva, Adrienn; Varkonyi-Koczy, Annamaria; Tar, Jozsef K.; Piuri, Vincenzo			Performance Enhancement of Fuzzy Logic Controller Using Robust Fixed Point Transformation	RECENT GLOBAL RESEARCH AND EDUCATION: TECHNOLOGICAL CHALLENGES	Advances in Intelligent Systems and Computing				15th International Conference on Global Research and Education (Inter-Academia)	SEP 26-28, 2016	Warsaw, POLAND	Warsaw Univ Technol, Fac Mechatron								Varkonyi-Koczy, Annamaria R./AAD-6389-2019	Tar, Jozsef K./0000-0002-5476-401X												2194-5357		978-3-319-46490-9; 978-3-319-46489-3				2017	519						411	418		10.1007/978-3-319-46490-9_55							WOS:000392135400055						
C	Krishna, GJ; Ravi, V		Kim, JH; Geem, ZW		Krishna, Gutha Jaya; Ravi, Vadlamani			Modified Harmony Search Applied to Reliability Optimization of Complex Systems	HARMONY SEARCH ALGORITHM	Advances in Intelligent Systems and Computing				2nd International Conference on Harmony Search Algorithm (ICHSA)	AUG 19-21, 2015	Korea Univ, Seoul, SOUTH KOREA	Natl Res Fdn	Korea Univ							Krishna, Gutha Jaya/ABB-2767-2020; Vadlamani, Ravi/Q-1557-2015; Ravi, Vadlamani/AAE-3797-2020	Krishna, Gutha Jaya/0000-0002-8106-6671; Vadlamani, Ravi/0000-0003-0082-6227; 												2194-5357		978-3-662-47926-1; 978-3-662-47925-4				2016	382						169	180		10.1007/978-3-662-47926-1_17							WOS:000381804100017						
C	Singh, T; Pattanayak, H		Behera, HS; Mohapatra, DP		Singh, Trailokyanath; Pattanayak, Hadibandhu			A Two-Warehouse Inventory Model with Exponential Demand Under Permissible Delay in Payment	COMPUTATIONAL INTELLIGENCE IN DATA MINING, CIDM, VOL 2	Advances in Intelligent Systems and Computing				2nd International Conference on Computational Intelligence in Data Mining (ICCIDM)	DEC 05-06, 2015	Bhubaneswar, INDIA	Roland Inst Technol									SINGH, TRAILOKYANATH/0000-0003-3483-791X												2194-5357	2194-5365	978-81-322-2731-1; 978-81-322-2729-8				2016	411						13	24		10.1007/978-81-322-2731-1_2							WOS:000377541400002						
C	Bhattacharya, A; Goswami, RT		Satapathy, SC; Bhateja, V; Udgata, SK; Pattnaik, PK		Bhattacharya, Abhishek; Goswami, Radha Tamal			Comparative Analysis of Different Feature Ranking Techniques in Data Mining-Based Android Malware Detection	PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS, FICTA 2016, VOL 1	Advances in Intelligent Systems and Computing				5th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	SEP 16-17, 2016	KIIT Univ, Sch Comp Engn, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Engn							Bhattacharya, Abhishek/AAR-5560-2020													2194-5357	2194-5365	978-981-10-3153-3; 978-981-10-3152-6				2017	515						39	49		10.1007/978-981-10-3153-3_5							WOS:000425536200005						
C	Dahliyusmanto; Herawan, T; Yulina, S; Abdullah, AH		Herawan, T; Ghazali, R; Nawi, NM; Deris, MM		Dahliyusmanto; Herawan, Tutut; Yulina, Syefrida; Abdullah, Abdul Hanan			A Feature Selection Algorithm for Anomaly Detection in Grid Environment Using k-fold Cross Validation Technique	RECENT ADVANCES ON SOFT COMPUTING AND DATA MINING	Advances in Intelligent Systems and Computing				2nd International Conference on Soft Computing and Data Mining (SCDM)	AUG 18-20, 2016	Bandung, INDONESIA									Herawan, Tutut/AAB-6534-2021	Herawan, Tutut/0000-0001-9262-9137; dahliyusmanto, dahliyusmanto/0000-0001-8660-7388												2194-5357	2194-5365	978-3-319-51281-5; 978-3-319-51279-2				2017	549						619	630		10.1007/978-3-319-51281-5_62							WOS:000416517100062						
C	Olejnik, P; Kociak, D; Awrejcewicz, J		Awrejcewicz, J; Szewczyk, R; Trojnacki, M; Kaliczynska, M		Olejnik, Pawel; Kociak, Damian; Awrejcewicz, Jan			Analog Electronic Test Board for an Estimation of Time Characteristics of the Basic Elements of Automatic Control Systems	MECHATRONICS: IDEAS FOR INDUSTRIAL APPLICATIONS	Advances in Intelligent Systems and Computing				International Conference on Mechatronics - Ideas for Industrial Applications	MAY 12-14, 2014	Lodz, POLAND									Awrejcewicz, Jan/G-9123-2018; Olejnik, Pawel/B-7230-2013	Awrejcewicz, Jan/0000-0003-0387-921X; Olejnik, Pawel/0000-0002-3310-0951												2194-5357	2194-5365	978-3-319-10990-9; 978-3-319-10989-3				2015	317						111	124		10.1007/978-3-319-10990-9_11							WOS:000370546800011						
C	Arrabales, R; Ledezma, A; Sanchis, A		Chella, A; Pirrone, R; Sorbello, R; Johannsdottir, KR		Arrabales, Raul; Ledezma, Agapito; Sanchis, Araceli			Characterizing and Assessing Human-Like Behavior in Cognitive Architectures	BIOLOGICALLY INSPIRED COGNITIVE ARCHITECTURES 2012	Advances in Intelligent Systems and Computing				Annual International Conference on Biologically Inspired Cognitive Architectures (BICA)	OCT 31-NOV 03, 2012	Palermo, ITALY	Dept Chem, management, Comp, Mech Engn, Univ Palermo, BICA Soc								Ledezma, Agapito/K-3929-2014; DE MIGUEL, ARACELI SANCHIS/L-7242-2015	Ledezma, Agapito/0000-0002-0041-6829; DE MIGUEL, ARACELI SANCHIS/0000-0002-1429-4092; Arrabales, Raul/0000-0001-6693-5624												2194-5357	2194-5365	978-3-642-34273-8				2013	196						7	15									WOS:000313923100002						
C	El Kassiri, A; Belouadha, FZ		Abraham, A; Haqiq, A; Muda, AK; Gandhi, N		El Kassiri, Asmae; Belouadha, Fatima-Zahra			A Semantic Approach Towards Online Social Networks Multi-aspects Analysis	INNOVATIONS IN BIO-INSPIRED COMPUTING AND APPLICATIONS, IBICA 2017	Advances in Intelligent Systems and Computing				8th International Conference on Innovations in Bio-Inspired Computing and Applications (IBICA)	DEC 11-13, 2017	Marrakech, MOROCCO	Machine Intelligence Res Labs, Hassan 1 Univ, Fac Sci & Tech								BELOUADHA, Fatima-Zahra/R-1303-2016	BELOUADHA, Fatima-Zahra/0000-0002-2355-4204												2194-5357	2194-5365	978-3-319-76354-5; 978-3-319-76353-8				2018	735						157	168		10.1007/978-3-319-76354-5_15							WOS:000542694300015						
C	Lino, A; Rocha, A; Sizo, A		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Teixeira, MM		Lino, Adriano; Rocha, Alvaro; Sizo, Amanda			A proposal for automatic evaluation by symbolic regression in virtual learning environments	NEW ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	MAR 22-24, 2016	Recife, BRAZIL									Rocha, Alvaro/O-3273-2013; Del Pino Lino, Adriano/O-9717-2017	Rocha, Alvaro/0000-0002-0750-8187; Del Pino Lino, Adriano/0000-0003-1403-2209; Sizo, Amanda/0000-0002-9516-7991												2194-5357	2194-5365	978-3-319-31232-3; 978-3-319-31231-6				2016	444						855	865		10.1007/978-3-319-31232-3_81							WOS:000417258700081						
C	Waris, MM; Sanin, C; Szczerbicki, E		Borzemski, L; Grzech, A; Swiatek, J; Wilimowska, Z		Waris, Mohammad Maqbool; Sanin, Cesar; Szczerbicki, Edward			Smart Innovation Management in Product Life Cycle	INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY, ISAT 2015, PT I	Advances in Intelligent Systems and Computing				36th International Conference on Information Systems Architecture and Technology (ISAT)	SEP 20-22, 2015	Karpacz, POLAND	Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Comp Sci, Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Management Syst								Sanin, Cesar/AAI-2962-2020	Sanin, Cesar/0000-0001-8515-417X												2194-5357		978-3-319-28555-9; 978-3-319-28553-5				2016	429						183	192		10.1007/978-3-319-28555-9_16							WOS:000378550500016						
C	Yanto, ITR; Saedudin, RR; Lashari, SA; Haviluddin		Ghazali, R; Deris, MM; Nawi, NM; Abawajy, JH		Yanto, Iwan Tri Riyadi; Saedudin, Rd Rohmat; Lashari, Saima Anwar; Haviluddin			A Numerical Classification Technique Based on Fuzzy Soft Set Using Hamming Distance	RECENT ADVANCES ON SOFT COMPUTING AND DATA MINING (SCDM 2018)	Advances in Intelligent Systems and Computing				3rd International Conference on Soft Computing and Data Mining (SCDM)	FEB 06-07, 2018	Johor, MALAYSIA									Saedudin, Rd. Rohmat/AAN-3666-2020; Lashari, Saima Anwar/ABF-7020-2020; Sukirno, Haviluddin/G-6398-2015	Lashari, Saima Anwar/0000-0001-6209-491X; Sukirno, Haviluddin/0000-0003-0016-1413; saedudin, rohmat/0000-0001-6914-9514												2194-5357	2194-5365	978-3-319-72550-5; 978-3-319-72549-9				2018	700						252	260		10.1007/978-3-319-72550-5_25							WOS:000434083500025						
C	Lahiani, H; Kherallah, M; Neji, M		Abraham, A; Haqiq, A; Alimi, AM; Mezzour, G; Rokbani, N; Muda, AK		Lahiani, Houssem; Kherallah, Monji; Neji, Mahmoud			Vision Based Hand Gesture Recognition for Mobile Devices: A Review	PROCEEDINGS OF THE 16TH INTERNATIONAL CONFERENCE ON HYBRID INTELLIGENT SYSTEMS (HIS 2016)	Advances in Intelligent Systems and Computing				16th International Conference on Hybrid Intelligent Systems (HIS) / 8th World Congress on Nature and Biologically Inspired Computing (NaBIC)	NOV 21-23, 2016	Marrakech, MOROCCO	Machine Intelligence Res Labs, Hassan 1st Univ, Univ Sfax, Fac Sci Tech Settat, e ngn org, Assoc Grand Atlas, Groupement Format Continue, Univ Int Rabat, Lab Informatique Reseaux Mobilite & Modelisat, Res Grp Intelligent Machines Lab								Lahiani, Houssem/AAB-3724-2019	Lahiani, Houssem/0000-0001-9774-3617; KHERALLAH, Monji/0000-0002-4549-1005												2194-5357	2194-5365	978-3-319-52941-7; 978-3-319-52940-0				2017	552						308	318		10.1007/978-3-319-52941-7_31							WOS:000418854600031						
C	Horvath, T; Mantovani, RG; de Carvalho, ACPLF		Madureira, AM; Abraham, A; Gamboa, D; Novais, P		Horvath, Tomas; Mantovani, Rafael G.; de Carvalho, Andre C. P. L. F.			Effects of Random Sampling on SVM Hyper-parameter Tuning	INTELLIGENT SYSTEMS DESIGN AND APPLICATIONS (ISDA 2016)	Advances in Intelligent Systems and Computing				16th International Conference on Intelligent Systems Design and Applications (ISDA)	DEC 16-18, 2016	Porto, PORTUGAL	Inst Super Engn Porto, Machine Intelligence Res Labs								Ponce Carvalho, Andre Carlos de Leon Ferreira de/AAE-5015-2019; Mantovani, Rafael Gomes/J-2833-2016; Ponce Carvalho, Andre Carlos de Leon Ferreira de/A-6321-2008; Horvath, Tomas/A-9009-2015	Ponce Carvalho, Andre Carlos de Leon Ferreira de/0000-0002-4765-6459; Mantovani, Rafael Gomes/0000-0001-9564-106X; Ponce Carvalho, Andre Carlos de Leon Ferreira de/0000-0002-4765-6459; Horvath, Tomas/0000-0002-9438-840X												2194-5357	2194-5365	978-3-319-53480-0; 978-3-319-53479-4				2017	557						268	278		10.1007/978-3-319-53480-0_27							WOS:000406998500027						
C	Ganesan, P; Rajini, V; Sathish, BS; Kalist, V		Jain, LC; Patnaik, S; Ichalkaranje, N		Ganesan, P.; Rajini, V.; Sathish, B. S.; Kalist, V.			Unsupervised Segmentation of Satellite Images Based on Neural Network and Genetic Algorithm	INTELLIGENT COMPUTING, COMMUNICATION AND DEVICES	Advances in Intelligent Systems and Computing				1st International Conference on Intelligent Computing, Communication and Devices (ICCD)	APR 18-19, 2014	SOA Univ, Bhubaneswar, INDIA		SOA Univ							Sathish, B.S./AAG-1059-2021; P, Ganesan/N-2517-2015; V, Kalist/AAQ-8752-2020; SAHU, JAYA NARAYAN/B-8700-2010; P, Ganesan/K-7543-2014	P, Ganesan/0000-0001-6179-632X; vincent, kalist/0000-0002-0607-8090; , V.Rajini/0000-0002-5886-4878; P, Ganesan/0000-0002-8382-6160; , SATHISH.B.S/0000-0001-8309-0918												2194-5357	2194-5365	978-81-322-2008-4				2015	309						319	326		10.1007/978-81-322-2009-1_37							WOS:000380479900037						
C	Dukov, N; Ganchev, T; Kovachev, D		Abraham, A; Kovalev, S; Tarassov, V; Snasel, V; Vasileva, M; Sukhanov, A		Dukov, Nikolay; Ganchev, Todor; Kovachev, Dimitar			FPGA Implementation of the Locally Recurrent Probabilistic Neural Network	PROCEEDINGS OF THE SECOND INTERNATIONAL SCIENTIFIC CONFERENCE INTELLIGENT INFORMATION TECHNOLOGIES FOR INDUSTRY (IITI'17), VOL 1	Advances in Intelligent Systems and Computing				2nd International Scientific Conference on Intelligent Information Technologies for Industry (IITI)	SEP 14-16, 2017	Varna, BULGARIA	Tech Univ Varna, Tech Univ Sofia, VSB Tech Univ Ostrava, Rostov State Transport Univ								Ganchev, Todor/A-1915-2017; Dukov, Nikolay/V-4608-2017	Ganchev, Todor/0000-0003-0384-4033; Dukov, Nikolay/0000-0003-2697-6194												2194-5357	2194-5365	978-3-319-68321-8				2018	679						419	428		10.1007/978-3-319-68321-8_43							WOS:000585070600043						
C	Zhang, L; Ge, L; Su, X; Zeng, J; Rong, LP		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Zhang, Lu; Ge, Lu; Su, Xin; Zeng, Jie; Rong, Liping			Research on Handover Procedures of LTE System with the No Stack Architecture	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 2	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL																						2194-5357	2194-5365	978-3-319-56538-5; 978-3-319-56537-8				2017	570						1039	1043		10.1007/978-3-319-56538-5_106							WOS:000425541200106						
C	Yang, SW; Scherer, SA; Zell, A		Menegatti, E; Michael, N; Berns, K; Yamaguchi, H		Yang, Shaowu; Scherer, Sebastian A.; Zell, Andreas			Robust Onboard Visual SLAM for Autonomous MAVs	INTELLIGENT AUTONOMOUS SYSTEMS 13	Advances in Intelligent Systems and Computing				13th International Conference on Intelligent Autonomous Systems (IAS)	JUL 15-18, 2014	Centro Congressi Padova, Padova, ITALY	Univ Padova	Centro Congressi Padova																				2194-5357	2194-5365	978-3-319-08338-4; 978-3-319-08337-7				2016	302						361	373		10.1007/978-3-319-08338-4_27							WOS:000377956900027						
C	Huang, ZM; Wang, DL; Lu, Y		Wen, Z; Li, T		Huang, Zhimin; Wang, Dongli; Lu, Yue			Writer Identification Using Differential Chain Codes and Grid Features	FOUNDATIONS OF INTELLIGENT SYSTEMS (ISKE 2013)	Advances in Intelligent Systems and Computing				8th International Conference on Intelligent Systems and Knowledge Engineering (ISKE)	NOV 20-23, 2013	Shenzhen, PEOPLES R CHINA	Shenzhen Univ, Sci China Press, Chinese Acad Sci, IEEE Computat Intelligence Soc, Chinese Assoc Artificial Intelligence, State Key Lab Complex Elect Syst Simulat, Sci & Technol Integrated Informat Syst Lab, SW Jiaotong Univ, Univ Technol																					2194-5357	2194-5365	978-3-642-54924-3; 978-3-642-54923-6				2014	277						647	656		10.1007/978-3-642-54924-3_61							WOS:000349457000061						
C	Nithya, S; Palanivel, K		Meghanathan, N; Nagamalai, D; Chaki, N		Nithya, S.; Palanivel, K.			Survey on Co-operative P2P Information Exchange in Large P2P Networks	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 2	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Information Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA																						2194-5357	2194-5365	978-3-642-31551-0				2013	177						181	193									WOS:000312968800020						
C	Gkamas, A; Rapti, M		Auer, ME; Tsiatsos, T		Gkamas, Apostolos; Rapti, Maria			Lessons Learned from Synchronous Distance Learning in University Level at Congo	INTERACTIVE MOBILE COMMUNICATION TECHNOLOGIES AND LEARNING	Advances in Intelligent Systems and Computing				11th International Conference on Interactive Mobile Communication Technologies and Learning (IMCL)	NOV 30-DEC 01, 2017	Thessaloniki, GREECE	Aristotle Univ Thessaloniki								Gkamas, Apostolos/AAZ-1397-2020	Gkamas, Apostolos/0000-0003-0966-5140												2194-5357	2194-5365	978-3-319-75175-7; 978-3-319-75174-0				2018	725						522	530		10.1007/978-3-319-75175-7_51							WOS:000476866000051						
