PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Teijeiro-Alvarez, M; Rodriguez-Vazquez, C; Blazquez-Lozano, F		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Teixeira, MM		Teijeiro-Alvarez, Mercedes; Rodriguez-Vazquez, Clide; Blazquez-Lozano, Felix			The Importance of Social Capital in Higher Education. A Study of the Facebook Fan Pages	NEW ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 2	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	MAR 22-24, 2016	Recife, BRAZIL									Teijeiro-Alvarez, Mercedes/R-8613-2017; Rodriguez-Vazquez, Clide/F-9579-2016; Blazquez-Lozano, Felix/R-8684-2017	Teijeiro-Alvarez, Mercedes/0000-0002-6836-7453; Rodriguez-Vazquez, Clide/0000-0001-6224-0534; Blazquez-Lozano, Felix/0000-0003-1371-1453												2194-5357	2194-5365	978-3-319-31307-8; 978-3-319-31306-1				2016	445						461	469		10.1007/978-3-319-31307-8_48							WOS:000417260200048						
C	Hernandez, L; Jimenez, G		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Hernandez, Leonel; Jimenez, Genett			Characterization of the Current Conditions of the ITSA Data Centers According to Standards of the Green Data Centers Friendly to the Environment	CYBERNETICS AND MATHEMATICS APPLICATIONS IN INTELLIGENT SYSTEMS, CSOC2017, VOL 2	Advances in Intelligent Systems and Computing				6th Computer Science On-Line Conference (CSOC)	APR, 2017	Zlin, CZECH REPUBLIC	OpenPublish eu s r o									Hernandez, Leonel/0000-0002-3467-4797; Jimenez Delgado, Genett Isabel/0000-0003-1016-5805												2194-5357	2194-5365	978-3-319-57264-2				2017	574						329	340		10.1007/978-3-319-57264-2_34							WOS:000405339200034						
C	Pal, S; Ranjan, NS		Satapathy, SC; Mandal, JK; Udgata, SK; Bhateja, V		Pal, Soumitra; Ranjan, N. S.			Design of Non-volatile SRAM Cell Using Memristor	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, VOL 3, INDIA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Information System Design and Intelligent Applications (INDIA)	JAN 08-09, 2016	ANITS Campus, Visakhapatnam, INDIA	Anil Neerukonda Inst Technol & Sci, Det CSE, ANITS CSI Student Branch	ANITS Campus																				2194-5357		978-81-322-2757-1; 978-81-322-2756-4				2016	435						175	183		10.1007/978-81-322-2757-1_19							WOS:000373011500019						
C	Netek, R; Vozenilek, V; Balun, M		Kromer, P; Abraham, A; Snasel, V		Netek, Rostislav; Vozenilek, Vit; Balun, Marek			Rich Internet Application for Crisis Management Support - Case Study on Floods in Olomouc City	PROCEEDINGS OF THE FIFTH INTERNATIONAL CONFERENCE ON INNOVATIONS IN BIO-INSPIRED COMPUTING AND APPLICATIONS (IBICA 2014)	Advances in Intelligent Systems and Computing				5th International Conference on Innovations in Bio-Inspired Computing and Applications (IBICA)	2014	Ostrava, CZECH REPUBLIC	Tech Univ Ostrava, ESF								Netek, Rostislav/ABG-7252-2020; Vozenilek, Vit/F-7457-2013	Netek, Rostislav/0000-0002-3923-7676; Vozenilek, Vit/0000-0002-4280-1792												2194-5357		978-3-319-08156-4; 978-3-319-08155-7				2014	303						111	120		10.1007/978-3-319-08156-4_12							WOS:000342841800012						
C	Mishra, V; Upadhyay, R; Bhatt, UR		Saeed, K; Chaki, N; Pati, B; Bakshi, S; Mohapatra, DP		Mishra, Vijendra; Upadhyay, Raksha; Bhatt, Uma Rathore			A Review of Recent Energy-Efficient Mechanisms for Fiber-Wireless (FiWi) Access Network	PROGRESS IN ADVANCED COMPUTING AND INTELLIGENT ENGINEERING, PROCEEDINGS OF ICACIE 2016, VOLUME 1	Advances in Intelligent Systems and Computing				International Conference on Advanced Computing and Intelligent Engineering (ICACIE)	DEC 23-25, 2016	C.V. Raman Coll Engn, Bhubaneswar, INDIA	DRDO	C.V. Raman Coll Engn							Bhatt, Uma Rathore/X-7230-2019	bhatt, uma rathore/0000-0001-8591-6816												2194-5357	2194-5365	978-981-10-6872-0; 978-981-10-6871-3				2018	563						539	545		10.1007/978-981-10-6872-0_51							WOS:000450831300051						
C	Kleiter, GD		Kruse, R; Berthold, MR; Moewes, C; Gil, MA; Grzegorzewski, P; Hryniewicz, O		Kleiter, Gernot D.			Ockham's Razor in Probability Logic	SYNERGIES OF SOFT COMPUTING AND STATISTICS FOR INTELLIGENT DATA ANALYSIS	Advances in Intelligent Systems and Computing				6th International Conference on Soft Methods in Probability and Statistics	OCT 04-06, 2012	Konstanz, GERMANY	CajAstur Bank, Univ Konstanz, Univ Magdeburg, German Soc Comp Sci, European Soc Fuzzy Log & Technol																					2194-5357	2194-5365	978-3-642-33041-4				2013	190						409	417									WOS:000312969600044						
C	Majek, K; Musialik, P; Kaczmarek, P; Bedkowski, J		Szewczyk, R; Zielinski, C; Kaliczynska, M		Majek, Karol; Musialik, Pawel; Kaczmarek, Piotr; Bedkowski, Janusz			Lesson Learned from Eurathlon 2013 Land Robot Competition	RECENT ADVANCES IN AUTOMATION, ROBOTICS AND MEASURING TECHNIQUES	Advances in Intelligent Systems and Computing				International Conference on Automation	MAR 26-28, 2014	Warsaw, POLAND										Bedkowski, Janusz/0000-0003-2630-1947												2194-5357	2194-5365	978-3-319-05353-0; 978-3-319-05352-3				2014	267						441	451		10.1007/978-3-319-05353-0_42							WOS:000374238800042						
C	Genci, J		Silhavy, R; Senkerik, R; Oplatkova, ZK; Silhavy, P; Prokopova, Z		Genci, Jan			Discovering Cheating in Moodle Formative Quizzes	MODERN TRENDS AND TECHNIQUES IN COMPUTER SCIENCE (CSOC 2014)	Advances in Intelligent Systems and Computing				3rd Computer Science On-line Conference (CSOC)	APR, 2014	ELECTR NETWORK									Genci, Jan/AAA-6324-2020													2194-5357		978-3-319-06740-7				2014	285						475	483		10.1007/978-3-319-06740-7_40							WOS:000370620000040						
C	Chmielewski, M; Stapor, P		Swiatek, J; Borzemski, L; Grzech, A; Wilimowska, Z		Chmielewski, Mariusz; Stapor, Piotr			Medical Data Unification Using Ontology-Based Semantic Model Structural Analysis	INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY, ISAT 2015, PT III	Advances in Intelligent Systems and Computing				36th International Conference on Information Systems Architecture and Technology (ISAT)	SEP 20-22, 2015	Karpacz, POLAND	Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Comp Sci, Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Management Syst								Chmielewski, Mariusz/AAT-1395-2020	Chmielewski, Mariusz/0000-0002-4595-8277												2194-5357		978-3-319-28564-1; 978-3-319-28562-7				2016	431						139	151		10.1007/978-3-319-28564-1_12							WOS:000378553900012						
C	Wolanski, W; Gzik-Zroska, B; Joszko, K; Kawlewska, E; Sobkowiak, M; Gzik, M; Kaspera, W		Gzik, M; Tkacz, E; Paszenda, Z; Pietka, E		Wolanski, Wojciech; Gzik-Zroska, Bozena; Joszko, Kamil; Kawlewska, Edyta; Sobkowiak, Marta; Gzik, Marek; Kaspera, Wojciech			Impact of Vessel Mechanical Properties on Hemodynamic Parameters of Blood Flow	INNOVATIONS IN BIOMEDICAL ENGINEERING	Advances in Intelligent Systems and Computing				Innovations in Biomedical Engineering (IBE) Conference	OCT 19-20, 2017	Zabrze, POLAND									Wolanski, Wojciech/O-1951-2019; Sobkowiak, Marta/A-3646-2019; Kaspera, Wojciech/AAF-2715-2019; Joszko, Kamil/AAF-3172-2020; Wolanski, Wojciech/T-4863-2018; Kawlewska, Edyta B./H-5387-2015; Joszko, Kamil/V-3925-2018; Gzik-Zroska, Bozena/V-3911-2018	Wolanski, Wojciech/0000-0003-4553-3479; Sobkowiak, Marta/0000-0002-7656-4430; Kaspera, Wojciech/0000-0002-7139-3409; Joszko, Kamil/0000-0002-8229-3032; Wolanski, Wojciech/0000-0003-4553-3479; Kawlewska, Edyta B./0000-0002-9313-0132; Joszko, Kamil/0000-0002-8229-3032; Gzik-Zroska, Bozena/0000-0003-4286-001X												2194-5357	2194-5365	978-3-319-70063-2; 978-3-319-70062-5				2018	623						271	278		10.1007/978-3-319-70063-2_29							WOS:000451438000029						
C	Mebarki, B; Bengharbi, M; Mokdad, M; Bouabdellah, L		Arezes, P		Mebarki, Bouhafs; Bengharbi, Mhamed; Mokdad, Mohamed; Bouabdellah, Lahcene			Burning and Electrocution Risk's Evaluation and Prevention Procedures: A Case Study in a Production Work Shop	ADVANCES IN SAFETY MANAGEMENT AND HUMAN FACTORS, AHFE 2017	Advances in Intelligent Systems and Computing				8th International Conference on Applied Human Factors and Ergonomics and the Affiliated Conferences (AHFE) / International Conference on Safety Management and Human Factors	JUL 17-21, 2017	Los Angeles, CA									BENGHARBI, Mhamed/T-5063-2018	BENGHARBI, Mhamed/0000-0001-5532-2523; MOKDAD, Mohamed/0000-0001-8198-3835; Bouabdallah, Lahcene/0000-0002-6224-0443; Mebarki, Bouhafs/0000-0002-0980-6751												2194-5357	2194-5365	978-3-319-60525-8; 978-3-319-60524-1				2018	604						327	339		10.1007/978-3-319-60525-8_34							WOS:000465512600034						
C	Annapoorna, V; Murty, MRK; Priyanka, JSVSH; Chittineni, S		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Annapoorna, V.; Murty, M. Rama Krishna; Priyanka, J. S. V. S. Hari; Chittineni, Suresh			Comparative Analysis of Frequent Pattern Mining for Large Data Using FP-Tree and CP-Tree Methods	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat																				2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						59	67		10.1007/978-981-10-7563-6_7							WOS:000553798400007						
C	Zhang, XL; Zhu, T; Luo, L; Luo, L		Xu, J; Nickel, S; Machado, VC; Hajiyev, A		Zhang, Xinli; Zhu, Ting; Luo, Le; Luo, Li			Projection Pursuit Combinatorial Model and Its Application to Discharged Patients Forecasting	PROCEEDINGS OF THE NINTH INTERNATIONAL CONFERENCE ON MANAGEMENT SCIENCE AND ENGINEERING MANAGEMENT	Advances in Intelligent Systems and Computing				9th International Conference on Management Science and Engineering Management (ICMSEM)	JUL 21-23, 2015	Karlsruhe Inst Technol, Karlsruhe, GERMANY	Int Soc Management Sci & Engn Management	Karlsruhe Inst Technol																				2194-5357		978-3-662-47241-5				2015	362						67	78		10.1007/978-3-662-47241-5_4							WOS:000377959100004						
C	Almeida, AF; Figueiredo, R; Bernardino, A; Santos-Victor, J		Ollero, A; Sanfeliu, A; Montano, L; Lau, N; Cardeira, C		Almeida, Ana Filipa; Figueiredo, Rui; Bernardino, Alexandre; Santos-Victor, Jose			Deep Networks for Human Visual Attention: A Hybrid Model Using Foveal Vision	ROBOT 2017: THIRD IBERIAN ROBOTICS CONFERENCE, VOL 2	Advances in Intelligent Systems and Computing				3rd Iberian Robotics Conference (Robot)	NOV 22-24, 2017	Seville, SPAIN									Bernardino, Alexandre/G-1316-2010; Santos-Victor, Jose/K-2093-2012	Bernardino, Alexandre/0000-0003-3991-1269; Santos-Victor, Jose/0000-0002-9036-1728; Pimentel de Figueiredo, Rui/0000-0003-2443-5669												2194-5357	2194-5365	978-3-319-70836-2; 978-3-319-70835-5				2018	694						117	128		10.1007/978-3-319-70836-2_10							WOS:000436471400010						
C	Reddy, PB; Reddy, TR; Chand, MG; Venkannababu, A		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Reddy, P. Buddha; Reddy, T. Raghunadha; Chand, M. Gopi; Venkannababu, A.			A New Approach for Authorship Attribution	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat																				2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						1	9		10.1007/978-981-10-7563-6_1							WOS:000553798400001						
C	Shawky, M; Al-Ghafli, A; Al-Harthi, H		Stanton, NA; Landry, S; DiBucchianico, G; Vallicelli, A		Shawky, Mohamed; Al-Ghafli, Abdulla; Al-Harthi, Hussain			An Analysis of the Start-up Delay and Safety for Signalized Intersections: Impact of Left-Turn Phasing Sequences	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				International Conference on Human Factors in Transportation	JUL 27-31, 2016	FL									Shawky, Mohamed/AAG-7095-2021	Shawky, Mohamed/0000-0002-9034-9868; Alghafli, Abdulla/0000-0002-5097-4175												2194-5357		978-3-319-41682-3; 978-3-319-41681-6				2017	484						205	218		10.1007/978-3-319-41682-3_18							WOS:000390836900018						
C	Vossen, PH		Balas, VE; Jain, LC; Balas, MM		Vossen, Paul Hubert			Distributive Fairness in Educational Assessment Psychometric Theory Meets Fuzzy Logic	SOFT COMPUTING APPLICATIONS, SOFA 2016, VOL 2	Advances in Intelligent Systems and Computing				7th International Workshop on Soft Computing Applications (SOFA)	AUG 24-26, 2016	Arad, ROMANIA	Aurel Vlaicu Univ Arad, Univ Belgrade, Romanian Acad, Iasi Branch, Inst Comp Sci, IEEE Romanian Sect, Romanian Soc Control Engn & Tech Informat, Arad Sect, Gen Assoc Engineers Romania, Arad Sect, BTM Resources Arad																					2194-5357	2194-5365	978-3-319-62524-9				2018	634						381	394		10.1007/978-3-319-62524-9_29							WOS:000433139800029						
C	Ciancarini, P; Russo, S; Sabbatino, V		Ciancarini, P; Sillitti, A; Succi, G; Messina, A		Ciancarini, Paolo; Russo, Stefano; Sabbatino, Vincenzo			A Course on Software Architecture for Defense Applications	PROCEEDINGS OF 4TH INTERNATIONAL CONFERENCE IN SOFTWARE ENGINEERING FOR DEFENCE APPLICATIONS, SEDA 2015	Advances in Intelligent Systems and Computing				4th International Conference in Software Engineering for Defence Applications (SEDA)	MAY 26-27, 2015	Rome, ITALY									Russo, Stefano/H-7723-2013; Ciancarini, Paolo/ABA-8413-2020	Russo, Stefano/0000-0002-8747-3446; Ciancarini, Paolo/0000-0002-7958-9924												2194-5357	2194-5365	978-3-319-27896-4; 978-3-319-27894-0				2016	422						321	330		10.1007/978-3-319-27896-4_27							WOS:000377542800027						
C	Cardell, SD; Fuster-Sabater, A; Bin, L		Garcia, HP; AlfonsoCendon, J; Gonzalez, LS; Quintian, H; Corchado, E		Cardell, Sara D.; Fuster-Sabater, Amparo; Bin, Li			A New Simple Attack on a Wide Class of Cryptographic Sequence Generators	INTERNATIONAL JOINT CONFERENCE SOCO'17- CISIS'17-ICEUTE'17 PROCEEDINGS	Advances in Intelligent Systems and Computing				12th Int Conf Soft Computing Models in Industrial and Environmental Applications (SOCO) / 10th Int Conf on Computational Intelligence in Security for Information Systems (CISIS) / 8th Int Conf on European Transnational Education	SEP 06-08, 2017	Leon, SPAIN	COESI, Startup Ole, Int Federat Computat Log, Res Inst Appl Sci Cybersecur								D. Cardell, Sara/AAZ-6921-2021; Fuster-Sabater, Amparo/AAH-2699-2021													2194-5357	2194-5365	978-3-319-67180-2; 978-3-319-67179-6				2018	649						533	543		10.1007/978-3-319-67180-2_52							WOS:000432924900052						
C	Snekhalatha, U; Gomathy, V		Saeed, K; Chaki, N; Pati, B; Bakshi, S; Mohapatra, DP		Snekhalatha, U.; Gomathy, V.			Ultrasound Thyroid Image Segmentation, Feature Extraction, and Classification of Disease Using Feed Forward Back Propagation Network	PROGRESS IN ADVANCED COMPUTING AND INTELLIGENT ENGINEERING, PROCEEDINGS OF ICACIE 2016, VOLUME 1	Advances in Intelligent Systems and Computing				International Conference on Advanced Computing and Intelligent Engineering (ICACIE)	DEC 23-25, 2016	C.V. Raman Coll Engn, Bhubaneswar, INDIA	DRDO	C.V. Raman Coll Engn								umapathy, snehalatha/0000-0002-4032-1349												2194-5357	2194-5365	978-981-10-6872-0; 978-981-10-6871-3				2018	563						89	98		10.1007/978-981-10-6872-0_9							WOS:000450831300009						
S	Song, H		Kim, YS; Ryoo, YJ; Chang, MS; Bae, YC		Song, Hwachang			Application of Fuzzy Enforcement to Complementarity Constraints in Nonlinear Optimization	ADVANCED INTELLIGENT SYSTEMS	Advances in Intelligent Systems and Computing																Song, Hwachang/0000-0002-6313-2719												2194-5357	2194-5365	978-3-319-05499-5				2014	268						13	15		10.1007/978-3-319-05500-8_2	10.1007/978-3-319-05500-8						WOS:000490277800003						
C	Singh, T; Gosain, A		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Singh, Tusharika; Gosain, Anjana			Comparison of Different Fuzzy Clustering Algorithms: A Replicated Case Study	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat																				2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						267	275		10.1007/978-981-10-7563-6_28							WOS:000553798400028						
C	Keviczky, L; Banyasz, C		Selvaraj, H; Zydek, D; Chmaj, G		Keviczky, Laszlo; Banyasz, Csilla			Generalization of the Observer Principle for YOULA-Parametrized Regulators	PROGRESS IN SYSTEMS ENGINEERING	Advances in Intelligent Systems and Computing				23rd International Conference on Systems Engineering	AUG 19-21, 2014	Las Vegas, NV	Univ Nevada Las Vegas, ALDEC, NVEnergy									Keviczky, Laszlo/0000-0002-7323-6247												2194-5357		978-3-319-08421-3				2015	366						41	47		10.1007/978-3-319-08422-0_6							WOS:000360214900006						
C	Gaba, A; Panwar, A; Singh, R; Gehlot, A; Garg, V		Singh, R; Choudhury, S; Gehlot, A		Gaba, Avi; Panwar, Aakanksha; Singh, Rajesh; Gehlot, Anita; Garg, Vikas			An Approach to Monitor Construction Site Based on Radio Frequency Identification and Internet of Things	INTELLIGENT COMMUNICATION, CONTROL AND DEVICES, ICICCD 2017	Advances in Intelligent Systems and Computing				2nd International Conference on Intelligent Communication, Control and Devices (ICICCD)	APR 15-16, 2017	Dehradun, INDIA	Univ Petr & Energy Studies Engn, Dept Elect, Instrumentat & Control Engn									Gehlot, Anita/0000-0001-6463-9581; Singh, Rajesh/0000-0002-3164-8905												2194-5357	2194-5365	978-981-10-5903-2; 978-981-10-5902-5				2018	624						1629	1639		10.1007/978-981-10-5903-2_169							WOS:000553697500169						
C	Cano, S; Collazos, CA; Aristizabal, LF; Gonzalez, CS; Moreira, F		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Cano, Sandra; Collazos, Cesar A.; Florez Aristizabal, Leandro; Gonzalez, Carina S.; Moreira, Fernando			Assessing User Experience for Serious Games in Auditory-Verbal Therapy for Children with Cochlear Implant	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 2	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL									FLOREZ-ARISTIZABAL, Leandro/Q-9478-2019; FLOREZ-ARISTIZABAL, LEANDRO/R-2611-2019; Cano, Sandra/AAQ-7605-2020; Moreira, Fernando/P-9673-2016; Moreira, Fernando/F-4463-2015; Gonzalez, Carina Soledad/L-6486-2014	FLOREZ-ARISTIZABAL, Leandro/0000-0002-8628-0327; Moreira, Fernando/0000-0002-0816-1445; Moreira, Fernando/0000-0002-0816-1445; cano, sandra/0000-0001-9583-8532; Collazos, Cesar/0000-0002-7099-8131; Gonzalez, Carina Soledad/0000-0001-5939-9544												2194-5357	2194-5365	978-3-319-56538-5; 978-3-319-56537-8				2017	570						861	871		10.1007/978-3-319-56538-5_86							WOS:000425541200086						
C	Bousbaci, A; Kamel, N		Omatu, S; Selamat, A; Bocewicz, G; Sitek, P; Nielsen, I; GarciaGarcia, JA; Bajo, J		Bousbaci, Abdelhak; Kamel, Nadjet			Efficient Results Merging for Parallel Data Clustering Using MapReduce	DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE, (DCAI 2016)	Advances in Intelligent Systems and Computing				13th International Conference on Distributed Computing and Artificial Intelligence (DCAI)	JUN 01-03, 2016	Sevilla, SPAIN	IBM, Indra, Fidetia, IEEE SMC Spain									kamel, nadjet/0000-0003-3608-8895												2194-5357	2194-5365	978-3-319-40162-1; 978-3-319-40161-4				2016	474						349	357		10.1007/978-3-319-40162-1_38							WOS:000387181500038						
C	Han, BH; Li, YM; Chen, QN		Fan, TH; Chen, SL; Wang, SM; Li, YM		Han, Bang-He; Li, Yong-Ming; Chen, Qiong-Na			Splitting Algorithm of Valuation Algebra and Its Application in Automaton Representation of Semiring Valued Constraint Problems	QUANTITATIVE LOGIC AND SOFT COMPUTING 2016	Advances in Intelligent Systems and Computing				4th International Conference on Quantitative Logic and Soft Computing (QLSC)	OCT 14-17, 2016	Zhejiang Sci Tech Univ, Hangzhou, PEOPLES R CHINA	Natl Nat Sci Fdn China	Zhejiang Sci Tech Univ																				2194-5357	2194-5365	978-3-319-46206-6; 978-3-319-46205-9				2017	510						203	212		10.1007/978-3-319-46206-6_21							WOS:000392266600021						
C	Cardenas, JRG; Nebot, A; Mugica, F; Carreno, ML; Barbat, AH		Obaidat, MS; Oren, T; Kacprzyk, J; Filipe, J		Cardenas, J. Ruben G.; Nebot, Angela; Mugica, Francisco; Carreno, Martha-Liliana; Barbat, Alex H.			Social Aggravation Estimation to Seismic Hazard Using Classical Fuzzy Methods	SIMULATION AND MODELING METHODOLOGIES, TECHNOLOGIES AND APPLICATIONS, SIMULTECH 2014	Advances in Intelligent Systems and Computing				International Conference on Simulation and Modeling Methodologies, Technologies and Applications (SIMULTECH)	AUG 28-30, 2014	Vienna, AUSTRIA	Inst Syst & Technologies Informat, Control & Commun, Austrian Comp Soc, Vienna Univ Technol, Soc Modeling & Simulat Int, IEEE Comp Soc Tech Comm Simulat, Liophant Simulat, Simulat Team								Nebot, Angela/E-9932-2015; Carreno, Martha Liliana/C-8837-2015; Barbat, Alex H./M-6206-2013	Nebot, Angela/0000-0002-4621-8262; Carreno, Martha Liliana/0000-0003-1914-2992; Barbat, Alex H./0000-0002-3649-8053; G. Cardenas, J. Ruben/0000-0002-8607-083X; Mugica, Francisco Jose/0000-0003-2843-0427												2194-5357		978-3-319-26470-7; 978-3-319-26469-1				2015	402						275	293		10.1007/978-3-319-26470-7_14							WOS:000380770500014						
C	Singh, DP; Gadakh, PJ; Dhanrao, PM; Mohanty, S; Swain, D; Swain, D		Behera, HS; Mohapatra, DP		Singh, Dushant P.; Gadakh, Prashant J.; Dhanrao, Pravin M.; Mohanty, Sharmila; Swain, Debabala; Swain, Debabrata			An Application of NGBM for Forecasting Indian Electricity Power Generation	COMPUTATIONAL INTELLIGENCE IN DATA MINING, CIDM 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Computational Intelligence in Data Mining (ICCIDM)	DEC 10-11, 2016	Bhubaneswar, INDIA	Kalinga Inst Ind Technol								Swain, Debabala/AAK-7595-2021; Swain, Debabrata/AAH-4071-2020	Swain, Debabrata/0000-0001-7775-3244												2194-5357	2194-5365	978-981-10-3874-7; 978-981-10-3873-0				2017	556						203	214		10.1007/978-981-10-3874-7_20							WOS:000432203900020						
C	Anbarasi, PN; Mathi, S		Dash, SS; Bhaskar, MA; Panigrahi, BK; Das, S		Anbarasi, P. N.; Mathi, Senthilkumar			A Tokenized Binding Update Scheme for Next Generation Proxy IP Mobility	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2015	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	APR 22-23, 2015	Velammal Engn Coll, Chennai, INDIA		Velammal Engn Coll								Mathi, Senthilkumar/0000-0002-7134-8448												2194-5357	2194-5365	978-81-322-2656-7; 978-81-322-2654-3				2016	394						193	207		10.1007/978-81-322-2656-7_18							WOS:000371315700018						
C	Rao, CR; Kumar, MNVSS; Rao, GSB		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Rao, Ch. Rajasekhara; Kumar, M. N. V. S. S.; Rao, G. Sasi Bhushana			A Novel Segmentation Algorithm for Feature Extraction of Brain MRI Tumor	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat																				2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						455	463		10.1007/978-981-10-7563-6_47							WOS:000553798400045						
C	Singh, P; Pal, AB; Anburajan, M; Kumar, JS		Saeed, K; Chaki, N; Pati, B; Bakshi, S; Mohapatra, DP		Singh, Priyam; Pal, Amrita Basundhara; Anburajan, M.; Kumar, J. S.			Computer-Aided Diagnosis of Type 2 Diabetes Mellitus Using Thermogram of Open Mouth	PROGRESS IN ADVANCED COMPUTING AND INTELLIGENT ENGINEERING, PROCEEDINGS OF ICACIE 2016, VOLUME 1	Advances in Intelligent Systems and Computing				International Conference on Advanced Computing and Intelligent Engineering (ICACIE)	DEC 23-25, 2016	C.V. Raman Coll Engn, Bhubaneswar, INDIA	DRDO	C.V. Raman Coll Engn							Singh, Priyam/P-3985-2019; Mariamichael, Anburajan/F-9564-2014	Mariamichael, Anburajan/0000-0002-2512-7628												2194-5357	2194-5365	978-981-10-6872-0; 978-981-10-6871-3				2018	563						167	177		10.1007/978-981-10-6872-0_16							WOS:000450831300016						
C	Lakshmi, MK; Rao, SK; Subrahmanyam, K; Tilak, VG		Satapathy, SC; Tavares, JMRS; Bhateja, V; Mohanty, JR		Lakshmi, M. Kavitha; Rao, S. Koteswara; Subrahmanyam, K.; Tilak, V. Gopi			Passive Object Tracking Using MGEKF Algorithm	INFORMATION AND DECISION SCIENCES	Advances in Intelligent Systems and Computing				6th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA)	OCT 14-15, 2017	KIIT Univ, Sch Comp Applicat, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Applicat							S., Koteswara Rao/U-5185-2018; Rao, S Koteswara/N-7408-2016; M, Kavitha Lakshmi/ABF-5570-2020; Kodukula, Subrahmanyam/U-5909-2018	S., Koteswara Rao/0000-0003-2129-2084; M, Kavitha Lakshmi/0000-0001-7373-7052; Kodukula, Subrahmanyam/0000-0002-4597-5421; Vesala, G. T./0000-0001-8064-6968												2194-5357	2194-5365	978-981-10-7563-6; 978-981-10-7562-9				2018	701						277	287		10.1007/978-981-10-7563-6_29							WOS:000553798400029						
