PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Kumar, PSJ		Saeed, K; Chaki, N; Pati, B; Bakshi, S; Mohapatra, DP		Kumar, P. S. Jagadeesh			Multilayer Perceptron Neural Network Based Immersive VR System for Cognitive Computer Gaming	PROGRESS IN ADVANCED COMPUTING AND INTELLIGENT ENGINEERING, VOL 2	Advances in Intelligent Systems and Computing				International Conference on Advanced Computing and Intelligent Engineering (ICACIE)	DEC 23-25, 2016	C.V. Raman Coll Engn, Bhubaneswar, INDIA	DRDO	C.V. Raman Coll Engn																				2194-5357	2194-5365	978-981-10-6875-1; 978-981-10-6874-4				2018	564						91	102		10.1007/978-981-10-6875-1_10							WOS:000452453900010						
C	Klos, S; Patalas-Maliszewska, J		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Klos, Slawomir; Patalas-Maliszewska, Justyna			The Topological Impact of Discrete Manufacturing Systems on the Effectiveness of Production Processes	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 3	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL									Patalas-Maliszewska, Justyna/AAS-1501-2020; Klos, Slawomir/AAP-8167-2021; Patalas-Maliszewska, Justyna/J-6713-2014	Patalas-Maliszewska, Justyna/0000-0003-2439-2865; Klos, Slawomir/0000-0001-7110-9052; 												2194-5357	2194-5365	978-3-319-56541-5; 978-3-319-56540-8				2017	571						441	452		10.1007/978-3-319-56541-5_45							WOS:000425539200045						
C	Prabodha, LHC; Vithanage, WRR; Ranaweera, LT; Dissanayake, DMMAIB; Ranathunga, S		Barolli, L; Terzo, O		Prabodha, L. H. C.; Vithanage, W. R. R.; Ranaweera, L. T.; Dissanayake, D. M. M. A. I. B.; Ranathunga, S.			Monitoring Health of Large Scale Software Systems Using Drift Detection Techniques	COMPLEX, INTELLIGENT, AND SOFTWARE INTENSIVE SYSTEMS, CISIS-2017	Advances in Intelligent Systems and Computing				11th International Conference on Complex, Intelligent, and Software Intensive Systems (CISIS)	JUL 10-12, 2017	Ist Superiore Mario Boella, Torino, ITALY		Ist Superiore Mario Boella								Ranathunga, Surangika/0000-0003-0701-0204												2194-5357	2194-5365	978-3-319-61566-0; 978-3-319-61565-3				2018	611						152	163		10.1007/978-3-319-61566-0_14							WOS:000432998800014						
C	Janbeglou, M; Yan, WQ		Uden, L; Herrera, F; Perez, JB; Rodriguea, JMC		Janbeglou, Maziar; Yan, WeiQi			A Novel Agent-Based Framework in Bridge-Mode Hypervisors of Cloud Security	7TH INTERNATIONAL CONFERENCE ON KNOWLEDGE MANAGEMENT IN ORGANIZATIONS: SERVICE AND CLOUD COMPUTING	Advances in Intelligent Systems and Computing				7th International Conference on Knowledge Management in Organizations (KMO 2012)	JUL 11-13, 2012	Salamanca, SPAIN																						2194-5357	2194-5365	978-3-642-30866-6				2013	172						467	479									WOS:000312508900042						
C	Doreswamy; Hemanth, KS		Babu, BV; Nagar, A; Deep, K; Pant, M; Bansal, JC; Ray, K; Gupta, U		Doreswamy; Hemanth, K. S.			Mining Knowledge from Engineering Materials Database for Data Analysis	PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON SOFT COMPUTING FOR PROBLEM SOLVING (SOCPROS 2012)	Advances in Intelligent Systems and Computing				2nd International Conference on Soft Computing for Problem Solving (SocProS)	DEC 28-30, 2012	JK Lakshmipat Univ, Jaipur, INDIA	JK Lakshmipat Univ, Inst Engn & Technol	JK Lakshmipat Univ																				2194-5357		978-81-322-1602-5; 978-81-322-1601-8				2014	236						1217	1223		10.1007/978-81-322-1602-5_127							WOS:000337801800127						
C	Srinivasan, RK; Suma, V; Nedu, V		Abraham, A; Thampi, SM		Srinivasan, Rashmi KrishnaIyengar; Suma, V.; Nedu, Vaidehi			An Enhanced Load Balancing Technique for Efficient Load Distribution in Cloud-Based IT Industries	INTELLIGENT INFORMATICS	Advances in Intelligent Systems and Computing				1st International Symposium on Intelligent Informatics (ISI 12)	AUG 04-05, 2012	RMK Engn Coll, Chennai, INDIA	Steinbeis Innovat Ctr, Hochschule Offenburg, NASSCOM, INNS, India Reg Chapter, ISCA, CiSi, SPIN, IEEE, Syst Man & Cybernet Soc, MIR Lab	RMK Engn Coll								V, Suma/0000-0003-1942-6741												2194-5357	2194-5365	978-3-642-32062-0; 978-3-642-32063-7				2013	182						479	+									WOS:000315536100051						
C	Altendorf, E; Schutz, R; Canpolat, Y; Wessel, G; Flemisch, F		Stanton, NA		Altendorf, Eugen; Schuetz, Raphael; Canpolat, Yigiterkut; Wessel, Gina; Flemisch, Frank			A Study on the Human and the Automation in Automated Driving: Getting to Know Each Other	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				AHFE International Conference on Human Factors in Transportation	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60441-1; 978-3-319-60440-4				2018	597						672	683		10.1007/978-3-319-60441-1_65							WOS:000448241200065						
C	Bateja, R; Dubey, SK; Bhatt, A		Sa, PK; Bakshi, S; Hatzilygeroudis, IK; Sahoo, MN		Bateja, Ritika; Dubey, Sanjay Kumar; Bhatt, Ashutosh			A Patient-Centric Healthcare Model Based on Health Recommender Systems	RECENT FINDINGS IN INTELLIGENT COMPUTING TECHNIQUES, VOL 2	Advances in Intelligent Systems and Computing				5th International Conference on Advanced Computing, Networking, and Informatics (ICACNI)	JUN 01-03, 2017	Natl Inst Technol Goa, Dept Comp Sci & Engn, Goa, INDIA	Natl Inst Technol Rourkela, Ctr Comp Vis & Pattern Recognit	Natl Inst Technol Goa, Dept Comp Sci & Engn								Dubey, Sanjay/0000-0003-3808-6623; Bateja, Ritika/0000-0003-2415-9617												2194-5357	2194-5365	978-981-10-8636-6; 978-981-10-8635-9				2018	708						269	276		10.1007/978-981-10-8636-6_28							WOS:000589263000028						
C	Toki, EI; Plachouras, K; Tatsis, G; Chronopoulos, SK; Tafiadis, D; Ziavra, N; Siafaka, V		Auer, ME; Tsiatsos, T		Toki, Eugenia I.; Plachouras, Konstantinos; Tatsis, Georgios; Chronopoulos, Spyridon K.; Tafiadis, Dionysios; Ziavra, Nausica; Siafaka, Vassiliki			The Design of a Mobile System for Voice e-Assessment and Vocal Hygiene e-Training	INTERACTIVE MOBILE COMMUNICATION TECHNOLOGIES AND LEARNING	Advances in Intelligent Systems and Computing				11th International Conference on Interactive Mobile Communication Technologies and Learning (IMCL)	NOV 30-DEC 01, 2017	Thessaloniki, GREECE	Aristotle Univ Thessaloniki								; Tafiadis, Dionysios/B-8081-2009; Chronopoulos, Spyridon K./E-7918-2017	Toki, Eugenia/0000-0001-7995-8745; Tafiadis, Dionysios/0000-0001-7317-4106; Siafaka, Vassiliki/0000-0002-8002-8825; Chronopoulos, Spyridon K./0000-0003-0132-2338; Tatsis, Giorgos/0000-0003-2113-0421												2194-5357	2194-5365	978-3-319-75175-7; 978-3-319-75174-0				2018	725						167	174		10.1007/978-3-319-75175-7_18							WOS:000476866000018						
C	Mishra, BK; Sahoo, AK		Behera, HS; Mohapatra, DP		Mishra, Brojo Kishore; Sahoo, Abhaya Kumar			Evaluation of Faculty Performance in Education System Using Classification Technique in Opinion Mining Based on GPU	COMPUTATIONAL INTELLIGENCE IN DATA MINING, CIDM, VOL 2	Advances in Intelligent Systems and Computing				2nd International Conference on Computational Intelligence in Data Mining (ICCIDM)	DEC 05-06, 2015	Bhubaneswar, INDIA	Roland Inst Technol								Sahoo, Abhaya Kumar/AAC-5466-2019; Mishra, Brojo Kishore/AAJ-6304-2021; Mishra, Brojo/M-2190-2015	Mishra, Brojo Kishore/0000-0002-7836-052X; Mishra, Brojo/0000-0002-7836-052X												2194-5357	2194-5365	978-81-322-2731-1; 978-81-322-2729-8				2016	411						109	119		10.1007/978-81-322-2731-1_10							WOS:000377541400010						
C	Gospodinova, E; Gospodinov, M; Dey, N; Domuschiev, I; Ashour, AS; Balas, SV; Olariu, T		Balas, VE; Jain, LC; Balas, MM		Gospodinova, E.; Gospodinov, M.; Dey, Nilanjan; Domuschiev, I.; Ashour, Amira S.; Balas, Sanda V.; Olariu, Teodora			Specialized Software System for Heart Rate Variability Analysis: An Implementation of Nonlinear Graphical Methods	SOFT COMPUTING APPLICATIONS, SOFA 2016, VOL 1	Advances in Intelligent Systems and Computing				7th International Workshop on Soft Computing Applications (SOFA)	AUG 24-26, 2016	Arad, ROMANIA	Aurel Vlaicu Univ Arad, Univ Belgrade, Romanian Acad, Iasi Branch, Inst Comp Sci, IEEE Romanian Sect, Romanian Soc Control Engn & Tech Informat, Arad Sect, Gen Assoc Engineers Romania, Arad Sect, BTM Resources Arad								Ashour, Amira/T-5454-2019; Domuschiev, Ivan/AAK-7647-2021; dey, Nilanjan/K-5448-2012	Gospodinova, Evgeniya/0000-0002-5471-678X; Ashour, Amira/0000-0003-3217-6185; dey, Nilanjan/0000-0001-8437-498X												2194-5357	2194-5365	978-3-319-62521-8				2018	633						367	374		10.1007/978-3-319-62521-8_31							WOS:000433138300031						
C	Al-Fedaghi, S		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Al-Fedaghi, Sabah			Integrating Constraints in Schematics of Systems	SOFTWARE ENGINEERING IN INTELLIGENT SYSTEMS (CSOC2015), VOL 3	Advances in Intelligent Systems and Computing				4th Computer Science On-line Conference (CSOC)	APR 27-30, 2015	CZECH REPUBLIC									Al-Fedaghi, Sabah S./I-8992-2016													2194-5357	2194-5365	978-3-319-18473-9; 978-3-319-18472-2				2015	349						165	174		10.1007/978-3-319-18473-9_17							WOS:000368088400017						
C	Gorski, F; Bun, P; Wichniarek, R; Zawadzki, P; Hamrol, A		BenAmaba		Gorski, Filip; Bun, Pawel; Wichniarek, Radoslaw; Zawadzki, Przemyslaw; Hamrol, Adam			Design and Implementation of a Complex Virtual Reality System for Product Design with Active Participation of End User	ADVANCES IN HUMAN FACTORS, SOFTWARE, AND SYSTEMS ENGINEERING	Advances in Intelligent Systems and Computing				International Conference on Human Factors, Software, and Systems Engineering	JUL 27-31, 2016	FL									Zawadzki, Przemyslaw/M-6044-2014; Bun, Pawel K/P-2739-2016; Wichniarek, Radoslaw/F-8199-2014; Gorski, Filip/M-6037-2014	Zawadzki, Przemyslaw/0000-0002-7050-0655; Bun, Pawel K/0000-0002-5156-9788; Wichniarek, Radoslaw/0000-0003-0714-7462; Hamrol, Adam/0000-0003-3500-1743; Gorski, Filip/0000-0001-8548-2544												2194-5357		978-3-319-41935-0; 978-3-319-41934-3				2016	492						31	43		10.1007/978-3-319-41935-0_4							WOS:000389643800004						
C	Kurata, YB; Bano, RMLP; Marcelo, MCT		Andre, T		Kurata, Yoshiki B.; Bano, Rose Marie Lou P.; Marcelo, Ma Carole T.			Effectiveness of Learning Management System Application in the Learnability of Tertiary Students in an Undergraduate Engineering Program in the Philippines	ADVANCES IN HUMAN FACTORS IN TRAINING, EDUCATION, AND LEARNING SCIENCES, AHFE 2017	Advances in Intelligent Systems and Computing				International Conference on Usability and User Experience/8th International Conference on Applied Human Factors and Ergonomics (AHFE)/International Conference on Human Factors in Training, Education, and Learning Sciences	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60018-5; 978-3-319-60017-8				2018	596						142	151		10.1007/978-3-319-60018-5_15							WOS:000450483600015						
C	Gaied, I; Jemili, F; Korbaa, O		Madureira, AM; Abraham, A; Gamboa, D; Novais, P		Gaied, Imen; Jemili, Farah; Korbaa, Ouajdi			A Genetic-Fuzzy Classification Approach to Improve High-Dimensional Intrusion Detection System	INTELLIGENT SYSTEMS DESIGN AND APPLICATIONS (ISDA 2016)	Advances in Intelligent Systems and Computing				16th International Conference on Intelligent Systems Design and Applications (ISDA)	DEC 16-18, 2016	Porto, PORTUGAL	Inst Super Engn Porto, Machine Intelligence Res Labs								KORBAA, Ouajdi/G-4705-2019; KORBAA, Ouajdi/H-7861-2019	KORBAA, Ouajdi/0000-0003-4462-1805; KORBAA, Ouajdi/0000-0003-4462-1805												2194-5357		978-3-319-53480-0; 978-3-319-53479-4				2017	557						319	329		10.1007/978-3-319-53480-0_32							WOS:000406998500032						
S	Gomez, JM; Teuteberg, F		Hilty, LM; Aebischer, B		Gomez, Jorge Marx; Teuteberg, Frank			Toward the Next Generation of Corporate Environmental Management Information Systems: What is Still Missing?	ICT INNOVATIONS FOR SUSTAINABILITY	Advances in Intelligent Systems and Computing																												2194-5357	2194-5365	978-3-319-09228-7; 978-3-319-09227-0				2015	310						313	332		10.1007/978-3-319-09228-7_19	10.1007/978-3-319-09228-7						WOS:000352441400020						
C	Isoc, D		Balas, VE; Jain, LC; Balas, MM		Isoc, Dorin			Expert System for Predictive Diagnosis (2) Implementing, Testing, Using	SOFT COMPUTING APPLICATIONS, SOFA 2016, VOL 1	Advances in Intelligent Systems and Computing				7th International Workshop on Soft Computing Applications (SOFA)	AUG 24-26, 2016	Arad, ROMANIA	Aurel Vlaicu Univ Arad, Univ Belgrade, Romanian Acad, Iasi Branch, Inst Comp Sci, IEEE Romanian Sect, Romanian Soc Control Engn & Tech Informat, Arad Sect, Gen Assoc Engineers Romania, Arad Sect, BTM Resources Arad																					2194-5357	2194-5365	978-3-319-62521-8				2018	633						34	46		10.1007/978-3-319-62521-8_4							WOS:000433138300004						
C	Sharma, C; Dubey, SK		Pant, M; Deep, K; Bansal, JC; Nagar, A; Das, KN		Sharma, Chahat; Dubey, Sanjay Kumar			Reliability Evaluation of Software System Using AHP and Fuzzy TOPSIS Approach	PROCEEDINGS OF FIFTH INTERNATIONAL CONFERENCE ON SOFT COMPUTING FOR PROBLEM SOLVING (SOCPROS 2015), VOL 2	Advances in Intelligent Systems and Computing				5th International Conference on Soft Computing for Problem Solving (SocProS)	DEC 18-20, 2015	Roorkee, INDIA									Sharma, Chahat/AAD-4965-2020	Dubey, Sanjay/0000-0003-3808-6623												2194-5357	2194-5365	978-981-10-0451-3; 978-981-10-0450-6				2016	437						81	92		10.1007/978-981-10-0451-3_9							WOS:000385787900009						
C	Simon-Nagy, G; Varkonyi-Koczy, AR		Jablonski, R; Szewczyk, R		Simon-Nagy, Gabriella; Varkonyi-Koczy, Annamaria R.			Distance Metric for Speech Commands of Dysarthric Users in Smart Home Systems	RECENT GLOBAL RESEARCH AND EDUCATION: TECHNOLOGICAL CHALLENGES	Advances in Intelligent Systems and Computing				15th International Conference on Global Research and Education (Inter-Academia)	SEP 26-28, 2016	Warsaw, POLAND	Warsaw Univ Technol, Fac Mechatron								Varkonyi-Koczy, Annamaria R./AAD-6389-2019													2194-5357	2194-5365	978-3-319-46490-9; 978-3-319-46489-3				2017	519						325	330		10.1007/978-3-319-46490-9_44							WOS:000392135400044						
C	Silhavy, P; Silhavy, R; Prokopova, Z		Silhavy, R; Senkerik, R; Oplatkova, ZK; Silhavy, P; Prokopova, Z		Silhavy, Petr; Silhavy, Radek; Prokopova, Zdenka			User Testing and Trustworthy Electronic Voting System Design	MODERN TRENDS AND TECHNIQUES IN COMPUTER SCIENCE (CSOC 2014)	Advances in Intelligent Systems and Computing				3rd Computer Science On-line Conference (CSOC)	APR, 2014	ELECTR NETWORK									Prokopova, Zdenka/H-6371-2012; Silhavy, Radek/H-6422-2012; Silhavy, Petr/H-6414-2012	Prokopova, Zdenka/0000-0002-0762-7100; Silhavy, Radek/0000-0002-5637-8796; Silhavy, Petr/0000-0002-3724-7854												2194-5357	2194-5365	978-3-319-06740-7				2014	285						619	629		10.1007/978-3-319-06740-7_53							WOS:000370620000053						
C	Sitek, P; Wikarek, J		Szewczyk, R; Zielinski, C; Kaliczynska, M		Sitek, Pawel; Wikarek, Jaroslaw			Extension of Model Functionalities for Multi-echelon Distribution Systems Through the Introduction of Logical Constraints	CHALLENGES IN AUTOMATION, ROBOTICS AND MEASUREMENT TECHNIQUES	Advances in Intelligent Systems and Computing				International Conference Challenges in Automation, Robotics and Measurement Techniques (Automation)	MAR 02-04, 2016	Warsaw, POLAND									Sitek, Pawel/N-9890-2014; Sitek, Pawel/M-3515-2019	Sitek, Pawel/0000-0001-6108-0241; Sitek, Pawel/0000-0001-6108-0241; Wikarek, Jaroslaw/0000-0003-4758-1490												2194-5357		978-3-319-29357-8; 978-3-319-29356-1				2016	440						177	188		10.1007/978-3-319-29357-8_16							WOS:000381924400016						
C	Telenyk, S; Zharikov, E; Rolik, O		Shakhovska, N		Telenyk, Sergii; Zharikov, Eduard; Rolik, Oleksandr			Architecture and Conceptual Bases of Cloud IT Infrastructure Management	ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING, CSIT 2016	Advances in Intelligent Systems and Computing				13th International Scientific and Technical Conference Computer Sciences and Information Technologies (CSIT)	SEP 06-10, 2016	Lviv, UKRAINE	IEEE Advancing Technol Human, IEEE Ukraine Sect, IEEE, IEEE W Ukraine AP ED MTT CPMT SSC Soc Joint Chapter, LITTERIS & ARTIBVS, Lviv Polytechn Natl Univ, Inst Comp Sci & Informat Technologies, Minist Educ & Sci Ukraine								Telenyk, Sergii/R-6621-2017; Rolik, Oleksandr I/K-2369-2016; Telenyk, Sergii/AAH-9469-2019; Zharikov, Eduard/H-6228-2011	Telenyk, Sergii/0000-0001-9202-9406; Rolik, Oleksandr I/0000-0001-8829-4645; Telenyk, Sergii/0000-0001-9202-9406; Zharikov, Eduard/0000-0003-1811-9336												2194-5357	2194-5365	978-3-319-45991-2; 978-3-319-45990-5				2017	512						41	62		10.1007/978-3-319-45991-2_4							WOS:000392266000004						
C	El-Telbany, ME		Hassanien, AE; Shaalan, K; Gaber, T; Azar, AT; Tolba, MF		El-Telbany, Mohammed E.			The Challenges of Reinforcement Learning in Robotics and Optimal Control	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON ADVANCED INTELLIGENT SYSTEMS AND INFORMATICS 2016	Advances in Intelligent Systems and Computing				2nd International Conference on Advanced Intelligent Systems and Informatics (AISI)	OCT 24-26, 2016	Cairo, EGYPT	Sci Res Grp Egypt, IEEE Computat Intelligence Soc, Egypt Chapter, IEEE Robot & Automat Soc, Egypt Chapter								El-Telbany, Mohammed/AAS-3657-2020	El-Telbany, Mohammed/0000-0003-0065-7398												2194-5357	2194-5365	978-3-319-48308-5; 978-3-319-48307-8				2017	533						881	890		10.1007/978-3-319-48308-5_84							WOS:000398724000084						
S	Glebocki, R; Kopyt, A		Szewczyk, R; Zielinski, C; Kaliczynska, M		Glebocki, Robert; Kopyt, Antoni			The Autonomous Return Control System for Mobile Platform, Used in CBRN Hazards	PROGRESS IN AUTOMATION, ROBOTICS AND MEASURING TECHNIQUES: VOL 2 ROBOTICS	Advances in Intelligent Systems and Computing															Glebocki, Robert/AAW-1597-2020	Glebocki, Robert/0000-0002-2389-7653; Kopyt, Antoni/0000-0003-1503-963X												2194-5357		978-3-319-15847-1				2015	351						79	85		10.1007/978-3-319-15847-1_8	10.1007/978-3-319-15847-1						WOS:000400259000009						
C	Roveicy, MRR; Bidgoli, AM		Silhavy, R; Silhavy, P; Prokopova, Z; Senkerik, R; Oplatkova, ZK		Roveicy, Mohammad Reza Rasol; Bidgoli, Amir Masoud			Migrating from Conventional E-Learning to Cloud-Based E-Learning: A Case Study of Armangarayan Co.	SOFTWARE ENGINEERING TRENDS AND TECHNIQUES IN INTELLIGENT SYSTEMS, CSOC2017, VOL 3	Advances in Intelligent Systems and Computing				6th Computer Science On-Line Conference (CSOC)	APR, 2017	Zlin, CZECH REPUBLIC	OpenPublish eu s r o								BIDGOLI, AMIR/AAO-8029-2021	BIDGOLI, AMIR MASSOUD/0000-0001-9224-3525												2194-5357		978-3-319-57141-6				2017	575						62	67		10.1007/978-3-319-57141-6_7							WOS:000405338500007						
C	Mittal, P; Singh, N		Thampi, SM; Krishnan, S; Corchado Rodriguez, JM; Das, S; Wozniak, M; Al-Jumeily, D		Mittal, Puneet; Singh, Navdeep			Speaker-Independent Automatic Speech Recognition System for Mobile Phone Applications in Punjabi	ADVANCES IN SIGNAL PROCESSING AND INTELLIGENT RECOGNITION SYSTEMS	Advances in Intelligent Systems and Computing				3rd International Symposium on Signal Processing and Intelligent Recognition Systems (SIRS)	SEP 13-16, 2017	Manipal Univ, Manipal Inst Technol, Manipal, INDIA	Liverpool John Moores Univ	Manipal Univ, Manipal Inst Technol								Mittal, Puneet/0000-0001-6121-5687												2194-5357	2194-5365	978-3-319-67934-1; 978-3-319-67933-4				2018	678						369	382		10.1007/978-3-319-67934-1_33							WOS:000449761600033						
C	Yao, SG		Du, Z		Yao Sigai			Design and Implementation of an Automatic Switching Chaotic System between Two Subsystems	PROCEEDINGS OF THE 2012 INTERNATIONAL CONFERENCE OF MODERN COMPUTER SCIENCE AND APPLICATIONS	Advances in Intelligent Systems and Computing				International Conference of Modern Computer Science and Applications (MCSA 2012)	SEP 08, 2012	Wuhan, PEOPLES R CHINA	Informat Technol & Ind Engn Res Ctr																					2194-5357		978-3-642-33029-2; 978-3-642-33030-8				2013	191						669	673									WOS:000313841400109						
C	Deepak, NR; Balaji, S		Silhavy, R; Senkerik, R; Oplatkova, ZK; Silhavy, P; Prokopova, Z		Deepak, N. R.; Balaji, S.			Uplink Channel Performance and Implementation of Software for Image Communication in 4G Network	SOFTWARE ENGINEERING PERSPECTIVES AND APPLICATION IN INTELLIGENT SYSTEMS, VOL 2	Advances in Intelligent Systems and Computing				5th Computer Science On-line Conference (CSOC)	APR 27-30, 2016	Prague, CZECH REPUBLIC										N R, Deepak/0000-0002-2766-2990												2194-5357	2194-5365	978-3-319-33622-0; 978-3-319-33620-6				2016	465						105	115		10.1007/978-3-319-33622-0_10							WOS:000385788200010						
C	Lu, WY; Wang, WY; Liu-Suqi		Du, Z		Lu Weiyan; Wang Wenyan; Liu-Suqi			The Design of Fusion Semantics Automatic Labeling and Speech Recognition Image Retrieval System	PROCEEDINGS OF THE 2012 INTERNATIONAL CONFERENCE OF MODERN COMPUTER SCIENCE AND APPLICATIONS	Advances in Intelligent Systems and Computing				International Conference of Modern Computer Science and Applications (MCSA 2012)	SEP 08, 2012	Wuhan, PEOPLES R CHINA	Informat Technol & Ind Engn Res Ctr																					2194-5357		978-3-642-33029-2; 978-3-642-33030-8				2013	191						215	+									WOS:000313841400035						
C	Goncalves, AA; Martins, CHF; Barbosa, JGP; Silva, SLFD		Rocha, A; Guarda, T		Goncalves, Antonio Augusto; Fernandes Martins, Carlos Henrique; Pereira Barbosa, Jose Geraldo; Freire de Castro Silva, Sandro Luis			Big Data Applications in Cancer Research: A Case Study at the Brazilian National Cancer Institute	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY & SYSTEMS (ICITS 2018)	Advances in Intelligent Systems and Computing				International Conference on Information Technology and Systems (ICITS)	JAN 10-13, 2018	Univ Estatal Peninsula Santa Elena, Libertad, ECUADOR		Univ Estatal Peninsula Santa Elena							Goncalves, Antonio Augusto/B-3608-2019; Barbosa, Jose Geraldo Pereira/ABA-2557-2020	Goncalves, Antonio Augusto/0000-0001-6527-9266; Barbosa, Jose Geraldo Pereira/0000-0001-6215-6084												2194-5357	2194-5365	978-3-319-73450-7; 978-3-319-73449-1				2018	721						467	475		10.1007/978-3-319-73450-7_44							WOS:000460957300044						
C	Yin, YJ; Wang, NH		Yang, G		Yin Ying-ji; Wang Ni-hong			Expert System for Forest Type Interpretation on Aerial Photographs	PROCEEDINGS OF THE 2012 INTERNATIONAL CONFERENCE ON COMMUNICATION, ELECTRONICS AND AUTOMATION ENGINEERING	Advances in Intelligent Systems and Computing				International Conference on Communications, Electronics and Automation Engineering	AUG 23-25, 2012	Xian, PEOPLES R CHINA	Xian Technol Univ, Shaanxi Network & Monitoring Control Engn Lab, Missouri Western State Univ																					2194-5357	2194-5365	978-3-642-31697-5				2013	181						519	527									WOS:000315538000074						
C	Sheen, S; Karthik, R; Anitha, R		Krishnan, GSS; Lekshmi, RS; Bonato, A; Grana, M; Anitha, R; Kumar, MS		Sheen, Shina; Karthik, R.; Anitha, R.			Comparative Study of Two- and Multi-Class-Classification-Based Detection of Malicious Executables Using Soft Computing Techniques on Exhaustive Feature Set	COMPUTATIONAL INTELLIGENCE, CYBER SECURITY AND COMPUTATIONAL MODELS	Advances in Intelligent Systems and Computing				International Conference on Computational Intelligence, Cyber Security, and Computational Models (ICC3)	DEC 19-21, 2013	Coimbatore, INDIA	PSG Coll Technol, Dept Appl Math & Computat Sci								Sheen, Shina/AAB-7319-2019	Sheen, Shina/0000-0002-8624-4174; Rajagopal Usha, Dr Anitha/0000-0002-4248-3229												2194-5357		978-81-322-1680-3; 978-81-322-1679-7				2014	246						215	225		10.1007/978-81-322-1680-3_24							WOS:000350553200023						
C	Matorin, SI; Zhikharev, AG		Abraham, A; Kovalev, S; Tarassov, V; Snasel, V; Vasileva, M; Sukhanov, A		Matorin, Sergey Igorevich; Zhikharev, Aleksander Gennadievich			Calculation of the Function Objects as the Systems Formal Theory Basis	PROCEEDINGS OF THE SECOND INTERNATIONAL SCIENTIFIC CONFERENCE INTELLIGENT INFORMATION TECHNOLOGIES FOR INDUSTRY (IITI'17), VOL 1	Advances in Intelligent Systems and Computing				2nd International Scientific Conference on Intelligent Information Technologies for Industry (IITI)	SEP 14-16, 2017	Varna, BULGARIA	Tech Univ Varna, Tech Univ Sofia, VSB Tech Univ Ostrava, Rostov State Transport Univ								Zhikharev, Alexander A.G./L-6141-2016	Zhikharev, Alexander A.G./0000-0002-9952-0457; Matorin, Sergei/0000-0003-1800-4424												2194-5357	2194-5365	978-3-319-68321-8				2018	679						182	191		10.1007/978-3-319-68321-8_19							WOS:000585070600019						
C	Kaczorek, T		Mitkowski, W; Kacprzyk, J; Oprzedkiewicz, K; Skruch, P		Kaczorek, Tadeusz			Relationships between the reachability of positive standard and fractional discrete-time and continuous-time linear systems	TRENDS IN ADVANCED INTELLIGENT CONTROL, OPTIMIZATION AND AUTOMATION	Advances in Intelligent Systems and Computing				19th Polish Control Conference (KKA)	JUN 18-21, 2017	Krakow, POLAND	AGH Univ Sci & Technol, Fac Elect Engn, Automat, Comp Sci & Biomed Engn, Dept Automat & Biomed Engn, Polish Acad Sci, Comm Automat Control & Robot, Polish Acad Arts & Sci, Commiss Engn Sci																					2194-5357	2194-5365	978-3-319-60699-6				2017	577						401	414		10.1007/978-3-319-60699-6_39							WOS:000470009800039						
C	Mieszkowicz-Rolka, A; Rolka, L		Wilimowska, Z; Borzemski, L; Grzech, A; Swiatek, J		Mieszkowicz-Rolka, Alicja; Rolka, Leszek			A Novel Approach to Fuzzy Rough Set-Based Analysis of Information Systems	INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY, PT IV	Advances in Intelligent Systems and Computing				36th International Conference on Information Systems Architecture and Technology (ISAT)	SEP 20-22, 2015	Karpacz, POLAND	Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Comp Sci, Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Management Syst									Rolka, Leszek/0000-0003-0083-8893; Mieszkowicz-Rolka, Alicja/0000-0003-4563-7112												2194-5357	2194-5365	978-3-319-28567-2; 978-3-319-28565-8				2016	432						173	183		10.1007/978-3-319-28567-2_15							WOS:000378487400015						
